Shoulder_Angle,Elbow_Angle,Hip_Angle,Knee_Angle,Ankle_Angle,Shoulder_Ground_Angle,Elbow_Ground_Angle,Hip_Ground_Angle,Knee_Ground_Angle,Ankle_Ground_Angle,Side_is_left,Label
114.50615966811976,114.50615966811976,10.975641287939292,20.004926925530103,0.0,0.4549375217417236,0.5628092021099671,1.2334440669469149,0.5936941359427882,0.0,0.0,Lunge
94.66330597581144,94.66330597581144,137.4589653417539,98.3242116404904,0.0,0.2594015193294665,1.5511169455034155,0.7770214330010655,0.4759447225791233,0.0,0.0,Lunge
0.4266928196975653,0.4266928196975653,72.95683235787759,40.19248547695288,0.0,0.0833315684484254,0.1855027269009733,8.489765836953879,0.3040882071347056,0.0,0.0,Push Ups
141.50751033148492,141.50751033148492,31.418516282946182,140.57797194649024,0.0,0.2442645311366938,1.177657448059671,0.2362811455645669,0.3548125637874399,0.0,0.0,Push Ups
79.01291527942823,79.01291527942823,156.2993779119236,118.21118132242891,0.0,0.074087924424004,1.0638274381413853,0.2813713044021048,0.8477972093209972,0.0,0.0,Plank
175.9494546108182,175.9494546108182,131.04285388145115,119.3907475561528,0.0,0.4579337741125323,0.00250126974778,0.6053005365630028,0.6761310720958709,0.0,0.0,Squat
169.34181910762234,169.34181910762234,63.12067774542545,101.63784549290676,0.0,0.0001974359633178,0.2381532954557906,0.0475533348116342,0.2607330227223419,0.0,0.0,Lunge
81.92781081962121,81.92781081962121,157.45653292489644,114.38156264827548,0.0,0.053534799174764,1.107150123400834,0.2401865545608332,0.917455898431694,0.0,0.0,Plank
91.02582953077034,91.02582953077034,160.55532762433728,92.94531904186756,0.0,0.3031120597136646,1.0910000875104513,1.14450112613404,0.0006668813872804,0.0,0.0,Lunge
178.8542981076398,178.8542981076398,53.487729887842825,46.120132883985335,0.0,0.1973808873606921,0.1256675119869225,0.0868071271934598,0.3812365340255565,0.0,0.0,Squat
153.97277751611574,153.97277751611574,107.95560638798644,117.4137554211289,0.0,0.525776407727789,0.1500582054706021,0.1788264851769786,0.2168248271377575,0.0,0.0,Squat
31.968514086995,31.968514086995,43.116626668712186,172.09722286485777,0.0,0.1766775412070138,1.5203902186896532,0.2196758970328373,0.0103548802333006,0.0,0.0,Push Ups
176.91990017102393,176.91990017102393,71.79154614196341,84.53956848364196,0.0,0.2861581560164217,0.1227485941810308,0.2209269043339608,0.5351888969176501,0.0,0.0,Squat
173.61268403751464,173.61268403751464,164.9418937260707,131.87300794362994,0.0,0.8251124397677542,0.0847803399334123,0.8771096366489987,0.5072881167339568,0.0,0.0,Squat
80.11875491109502,80.11875491109502,163.91929954708894,106.45199454770386,0.0,0.1260545324219928,1.0075033276220038,0.1781137279403659,1.039606361266734,0.0,0.0,Plank
